Category,Question,Answer,Source_URL,Source_Type
Undergraduate Scholarships & Financial Aid,How is the GIKI financial aid loan repaid?,"It is returnable in easy six-monthly installments, starting one year after completion of graduation.",https://giki.edu.pk/admissions/admissions-undergraduates/scholarships-fa/,Derived
Undergraduate Scholarships & Financial Aid,What happens if a student is admitted on merit but their financial assistance request is not approved?,The student would be admitted on payment of the full tuition fee.,https://giki.edu.pk/admissions/admissions-undergraduates/scholarships-fa/,Derived
Undergraduate Scholarships & Financial Aid,What is the eligibility for the Chief Minister KP Scholarship?,"KP domicile; annual take-home salary (for salaried persons) not exceeding Rs. 600,000, or annual electricity bill (for non-salaried persons) not exceeding Rs. 50,000; 20 seats available, covering tuition fee only.",https://giki.edu.pk/admissions/admissions-undergraduates/scholarships-fa/,Derived
Undergraduate Scholarships & Financial Aid,Are undergraduate scholarships guaranteed to continue every year of study?,"No, continuation of scholarships depends on the student's satisfactory academic performance and the policies of the respective donor agency.",https://giki.edu.pk/admissions/admissions-undergraduates/scholarships-fa/,Derived
Undergraduate Scholarships & Financial Aid,Which scholarships can be applied for online before admission vs. after joining GIKI?,"PEEF, Chief Minister Khyber Pakhtunkhwa Scholarships, and the Financial Assistance (Interest Free Loan) can be applied for online at the time of admission; the remaining scholarships are applied for after joining the Institute.",https://giki.edu.pk/admissions/admissions-undergraduates/scholarships-fa/,Derived
Undergraduate Admissions Process & Dates,What are the important dates for GIKI undergraduate admissions (2026 cycle)?,"Application start: 15-Mar-2026; Application deadline: 15-June-2026; Last date for financial assistance documents: 20-June-2026; Admission Test: July 6-10, 2026; Merit List: July 21, 2026; Joining & Orientation: August 29-30, 2026; Commencement of Classes: August 31, 2026.",https://giki.edu.pk/admissions/admissions-undergraduates/,Derived
Undergraduate Admissions Process & Dates,How is undergraduate admission decided at GIKI?,"Admission is decided based on the candidate's prior educational achievements and their score in the admission test, which comprises multiple-choice questions based on Pakistani intermediate-level Physics and Mathematics.",https://giki.edu.pk/admissions/admissions-undergraduates/,Derived
Undergraduate Admissions Process & Dates,"Does GIKI have quotas, reserved seats, or an age limit for undergraduate admission?","No, there are no special quotas, reserved seats, or admission by donation, and no arbitrary age limit. The Institute is open to all persons regardless of sex, religion, color, creed, class, or domicile who are academically qualified.",https://giki.edu.pk/admissions/admissions-undergraduates/,Derived
Undergraduate Admissions Process & Dates,Does GIKI have hostel facilities for female students?,"Yes, GIKI has a girls' hostel with capacity for 120 students, including modern amenities, a gym, and a lady counselor to support female students on campus.",https://giki.edu.pk/admissions/admissions-undergraduates/,Derived
Undergraduate Admissions Process & Dates,What is the contact information for the GIKI Undergraduate Admission Office?,"GIK Institute, Topi, District Swabi, Khyber Pakhtunkhwa, Pakistan. Tel: (0938) 281026, 281014, 281017. Email: ugadmissions@giki.edu.pk.",https://giki.edu.pk/admissions/admissions-undergraduates/,Derived
Undergraduate Admissions Process & Dates,What does the undergraduate admission test cover?,"The test comprises multiple-choice questions based on Pakistani intermediate-level Physics, Mathematics, and English (for Engineering/Computing programs); Management Sciences applicants take the GIK Common Admissions Test (GCAT), which measures reading, writing, and mathematical skills.",https://giki.edu.pk/admissions/admissions-undergraduates/ugradhow-to-apply/,Derived
Undergraduate Admissions Process & Dates,Can a former GIKI student whose enrollment was cancelled re-apply for admission?,"Yes, such a student is allowed to appear in the admission test again. If selected, they are enrolled as a freshman in the first semester and may not receive credit for previously passed courses.",https://giki.edu.pk/admissions/admissions-undergraduates/ugradhow-to-apply/,Derived
Undergraduate Admissions Process & Dates,Can a current GIKI student switch faculties/programs?,"Yes, a student currently on the roll who wants to change faculty is allowed to appear in the admission test again; if selected, they will not be given credit for previously passed courses.",https://giki.edu.pk/admissions/admissions-undergraduates/ugradhow-to-apply/,Derived
Undergraduate Admissions Process & Dates,Where can I find the GIKI undergraduate admission test syllabus and sample papers?,"Separate syllabus and sample papers are available for the Engineering/Computing test and the Management Sciences test, downloadable from the Undergraduate Admission Test Syllabus page on the GIKI website.",https://giki.edu.pk/admissions/admissions-undergraduates/undergraduate-admission-test-syllabus/,Derived
Undergraduate Admissions Process & Dates,Is the undergraduate admission test held online or in person?,"The undergraduate admission test is held online, with applicants able to choose a test center according to their convenience; results are communicated online through the admission website.",https://giki.edu.pk/admissions/admissions-undergraduates/ugradhow-to-apply/,Derived
Graduate Admissions Process & Assistantship Schemes,What are the important dates for GIKI graduate (MS/PhD) admissions - Fall 2026?,"Application deadline: July 31, 2026; Admission Test (at GIK Institute): Aug 19, 2026; Interviews (online/physical): Aug 27, 2026 (tentative); Session starts: Sep 14, 2026 (tentative).",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What test score is needed for the Graduate Assistantship Scheme (MS & PhD)?,"A minimum of 70% in the GIKI Admission Test, HAT, or GRE.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What test score is needed for the Day Scholar Scheme at the MS level?,"A minimum of 50% in the GIKI Admission Test, HAT, or GRE.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What test score is needed for the Day Scholar Scheme at the PhD level?,"A minimum of 60% in the GIKI Admission Test, HAT, or GRE.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What happens after a candidate passes the General Admission Test for graduate study?,They are called to appear in a Subject Test and Interview; the minimum passing score for the Subject Test is 60%.,https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,Where are the GIKI graduate General Admission Test and Subject Test/Interviews held?,"The General Admission Test is held in Islamabad, Peshawar, Lahore, Quetta, and Karachi; the Subject Test and Interviews are held at GIK Institute.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,"If I already have a HAT or GRE score, do I still need the Subject Test and Interview?","Yes. Candidates who already passed HAT or GRE with the required score are exempt from the GIKI General Test, but must still appear in the Subject Test and Interviews, and submit a copy of their HAT/GRE result card with the application.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What are the requirements for intra-disciplinary (interdisciplinary) graduate admissions?,"Candidates must show strong interest in the interdisciplinary program, complete 6-9 credit hours of deficiency courses, obtain admission committee approval, meet standard admission requirements, and pass the GRE Subject/equivalent test with at least 50% marks in the discipline of admission.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,"How many graduate credit hours can be transferred with advanced standing, and under what conditions?","Up to 6 credit hours for PhD and 9 for MS, from a PEC-accredited and HEC-recognized institution, provided the work fits a logical degree program, is approved by the office of graduate studies, and a minimum grade of B was earned.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What is the contact information for the GIKI Graduate Admissions Office?,"GIK Institute, Topi, District Swabi, Khyber Pakhtunkhwa, Pakistan. Tel: (0938) 281026, Ext. 2450. Email: gadmissions@giki.edu.pk.",https://giki.edu.pk/how-to-apply,Derived
Graduate Admissions Process & Assistantship Schemes,What benefits does the MS Graduate Assistantship Scheme (GA-1) provide?,"Full tuition fee waiver, a monthly stipend of Rs. 20,000, and free bachelor accommodation, for candidates with at least 60% in HSSC (or equivalent) and a minimum CGPA of 2.70 (or 70% marks) in BS/BS(Engg).",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,"What benefits does the MS Graduate Assistantship Scheme (GA-5, Deed Agreement) provide?","Full tuition fee waiver, a monthly stipend of Rs. 88,000, and free bachelor accommodation, with the same minimum eligibility as GA-1 (60% HSSC; CGPA 2.70/70% in BS).",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,What are the terms of the MS Day Scholar Scheme?,"Tuition fee of Rs. 50,000 per semester, with accommodation not covered; eligibility requires at least 60% in HSSC (or equivalent) and a minimum CGPA of 2.50 in BS/BS(Engg).",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,"What benefits does the PhD Graduate Assistantship Scheme (GA-6, Deed Agreement) provide?","Full tuition fee waiver, a monthly stipend of Rs. 158,000, and free bachelor accommodation, for candidates with at least 60% in HSSC, CGPA 2.70/70% in BS, and CGPA 3.00/75% in MS/MPhil.",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,What benefits does the PhD Graduate Assistantship Scheme (GA-4) provide?,"Full tuition fee waiver, a monthly stipend of Rs. 50,000, and free bachelor accommodation, with the same eligibility as GA-6 (60% HSSC; CGPA 2.70/70% BS; CGPA 3.00/75% MS/MPhil).",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,What are the terms of the PhD Day Scholar Scheme?,"Tuition fee of Rs. 50,000 per semester, accommodation not covered; eligibility requires 60% HSSC, CGPA 2.50/65% in BS, and CGPA 3.00/75% in MS/MPhil.",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,Do Graduate Assistants have to sign an agreement with the Institute?,"Yes, graduate assistants are required to assist faculty in teaching and research activities and to sign a service bond with the Institute at the time of admission.",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,What external scholarships are available for GIKI graduate students?,"The Punjab Educational Endowment Fund (PEEF) offers merit-cum-need scholarships for Punjab-domiciled candidates with family income under Rs. 30,000/month; the Frontier Education Foundation (FEF) offers merit-cum-need scholarships for KP-domiciled candidates with family income under Rs. 50,000/month. Both are applied for after joining the Institute.",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Graduate Admissions Process & Assistantship Schemes,Are all Fall 2026 graduate applicants automatically considered for assistantship schemes?,"Yes, all applicants for graduate admission for Fall 2026, including those who already applied, are automatically considered for the graduate assistantship schemes.",https://giki.edu.pk/admissions/admissions-graduate/grad-aid-scholarships/,Derived
Transfer & Credit Transfer Policy,What is GIKI's Advanced Standing transfer policy for undergraduate students?,"A student enrolled in a relevant Bachelor's engineering program at an accredited (PEC/HEC) institution, with 15 or more transferable credits and a minimum CGPA of 2.5 (on a 4.0 scale), may apply for admission with advanced standing.",https://giki.edu.pk/transfer-from-other-universities/,Derived
Transfer & Credit Transfer Policy,How many credits must a transfer student earn at GIKI to graduate?,"A minimum of 70 credits at GIK Institute, including 6 credits for the senior design project.",https://giki.edu.pk/transfer-from-other-universities/,Derived
Transfer & Credit Transfer Policy,Does a transfer applicant need to take the GIKI admission test?,"Yes. Applicants transferring from a local or foreign institution must pass the Institute's admission test, scoring at or above the minimum merit of the faculty they are seeking admission to.",https://giki.edu.pk/transfer-from-other-universities/,Derived
Transfer & Credit Transfer Policy,What determines whether a transfer request is accepted at GIKI?,Acceptance depends on seat availability and the quality of the academic work the applicant has already completed.,https://giki.edu.pk/transfer-from-other-universities/,Derived
Transfer & Credit Transfer Policy,Who should I contact for undergraduate vs. graduate transfer/admission queries?,"Undergraduate: ugadmissions@giki.edu.pk, Tel 0938-281026 (ext. 2301, 2342, 2349, 2354, 2518, 2595). Graduate: gadmissions@giki.edu.pk, Tel 0938-281026 (ext. 2450).",https://giki.edu.pk/transfer-from-other-universities/,Derived
Academic Policies & Grading,How is the GIKI academic year structured?,"An academic year has two regular 16-week semesters plus an 8-week summer school: Fall (August-December), Spring (January-May), and Summer (June-July). The last week of each semester is for final examinations, and there is normally a mid-semester break.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is the normal and maximum duration to complete a GIKI undergraduate degree?,"The normal duration is 4 years, with a maximum allowed duration of 6 years.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What does a faculty advisor do at GIKI?,"Faculty advisors develop plans of study for their assigned students, monitor their academic records, and guide them on academic matters.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What does the GIKI Examinations Office handle?,"It works under the Controller of Examinations and is responsible for preparing timetables and date sheets, holding semester examinations, and maintaining/compiling results, result cards, transcripts, certificates, and degrees.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How are credit hours calculated for theory and lab courses at GIKI?,"For a theory course, one credit hour equals one contact hour of lecture per week. For a lab course, three contact hours of practical work per week equal one credit hour.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How many credit hours can a GIKI student register for in a semester?,"Normally 15-18 credit hours, with no exception for freshmen. In later years this may be relaxed based on CGPA/LSGPA and Dean approval, but the absolute maximum is 21 credit hours.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How many total credits are required to graduate with a GIKI Bachelor's degree?,"134 to 135 credits, depending on the faculty, with a minimum CGPA of 2.00 at graduation.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What are the major curriculum components of a GIKI Bachelor's degree?,"Foundational courses in Engineering Sciences (physics, chemistry, maths, intro engineering); Management Sciences and Humanities courses; Faculty (major) courses; Inter-Faculty courses; Technical Electives; a Final Year Project; and a Summer Internship.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is the GIKI Final Year Project (FYP)?,"A 6-credit-hour project undertaken in the final year, chosen with the guidance of a faculty advisor, often oriented toward industry or government interests, completed and presented by the end of the eighth semester before final exams.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,Is a summer internship mandatory at GIKI?,"Yes, every student must complete an 8-week practical training program during the summer of their junior year and submit a formal written report. GIKI helps arrange placements with reputed Pakistani and multinational organizations.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How are GIKI course codes structured?,"Course codes have two or three letters representing the major field (e.g., CS, EE, ME, MT, PH), followed by three digits: the first digit is the year offered, the next the broad course area, and the last the sequence number within that area/year.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How are GIKI students evaluated in a course?,"Through mid-semester tests, home assignments, quizzes, case studies, lab reports, vivas, and the end-of-semester examination; weightage is at the instructor's discretion, though the final exam usually carries 50% of the course weight.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What grades does GIKI use and what do they mean?,"Grades range from A (Excellent) through B (Good), C (Adequate), D (Minimum acceptable), to F (Failure - must repeat), plus I (Incomplete) and W (Withdrawn).",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How are Grade Points per Credit (GPC) assigned at GIKI?,"A=4.00, A-=3.67, B+=3.33, B=3.00, B-=2.67, C+=2.33, C=2.00, C-=1.67, D+=1.33, D=1.00, F=0.00. I and W grades are not counted in GPA calculation.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is the minimum semester GPA to remain in good academic standing at GIKI?,"2.00. Students are placed on academic probation if their semester GPA falls below 2.00, and are limited to registering for 10-13 credit hours while on probation.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What happens if a GIKI student's GPA stays below 2.00 for two consecutive semesters?,"They are given a warning for poor performance, and if it remains below 2.00 for two consecutive semesters (excluding summer), their name is removed from the roll of the Institute. Freshmen may, upon request, start afresh with no credit transfer if this happens in their first two semesters.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is the deadline and process for late course registration at GIKI?,"The Controller of Examinations notifies the registration deadline before each semester. Late registration for valid reasons can be approved by the Pro-Rector (Academic) until the end of the third week of a semester, with a late fee charged per day.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How does GIKI's summer session work for students who fail or get a D grade?,"An 8-week summer session is offered for students who failed a course or received a D/D+ grade. Courses offered depend on student demand, are paid separately, and the maximum registration limit is 8 credit hours.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,How does GIKI's Double Degree Program work?,"Graduates wishing to earn a degree in a different discipline can apply for a separate Double Degree Program, requiring an additional two or four semesters and a separate project, with acceptance and requirements determined by the respective Dean's office.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is GIKI's minimum attendance requirement?,Students must attend at least 80% of the total lectures/lab work for each course to qualify to sit the final examination.,https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,Can GIKI students add or drop courses after registering for a semester?,"Yes, with approval of their Dean and within prescribed procedures/time-limits. Courses dropped during this window do not appear on the semester result.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What happens if a student withdraws from a course at GIKI?,"Withdrawal is allowed with Dean approval between the 4th and 10th week of a semester, resulting in a W grade on the transcript. Withdrawal after the 10th week results in an F grade.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,"When is an Incomplete (I) grade given at GIKI, and how is it resolved?","An I grade is given if a student misses the final exam for valid medical reasons, or has only a minor outstanding requirement due to circumstances beyond their control. The outstanding work must be completed in the first two weeks of the next semester, or the I grade converts to F.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,Can GIKI students repeat a failed or low-graded course?,"Courses with an F grade (required for the degree) must be repeated in full, or substituted where a curriculum alternative exists. Courses with a D+/D grade can be repeated within 3 semesters; all attempts appear on the transcript, but only the latest grade counts toward CGPA.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What happens if a GIKI student interrupts their studies for more than one semester?,"Upon return, all previously earned credits are evaluated by the Dean for relevance to any curriculum changes, and the student's degree plan may need to be modified for compliance with the latest curriculum.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is GIKI's Institute-Industry Partnership Programme?,"A program under which industry can join at various membership levels for access to students, faculty, research, publications, seminars, workshops, and conferences, along with recruiting assistance and a database of students seeking placements.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,What is GIKI's Continuing Education Programme?,"Launched in summer 1995, it offers intensive short courses to engineers, managers, and supervisors from public and private sector industries to help update their technical knowledge and skills.",https://giki.edu.pk/academics/academic-setup/,Derived
Academic Policies & Grading,Can I request rechecking or re-totaling of my exam paper at GIKI?,"Yes, if a student is not satisfied with their grade in a course, they can apply for rechecking/re-totaling of the final paper on the prescribed form after paying the requisite fee.",https://giki.edu.pk/academics/office-of-admission-examination/,Derived
Academic Policies & Grading,What does the GIKI Office of Admission & Examination handle?,"Under the Director Admissions and Examinations, it prepares semester timetables and date sheets, holds semester examinations, maintains and compiles results, and issues degrees, transcripts, result cards, and language proficiency certificates.",https://giki.edu.pk/academics/office-of-admission-examination/,Derived
Academic Calendar,What are GIKI's three academic terms in a year?,"Fall semester (August to December), Spring semester (January to May), and an 8-week Summer school (June to July).",https://giki.edu.pk/academics/academic-calendar/,Derived
Academic Calendar,When are final examinations held in a GIKI semester?,"The last week of each 16-week regular semester is allocated to final examinations, with normally a mid-semester break earlier in the term.",https://giki.edu.pk/academics/academic-calendar/,Derived
Academic Calendar,Where can I find the detailed GIKI academic calendar for a given year?,The detailed academic calendar with specific dates is published on the GIKI website's Academic Calendar page under the Academics section.,https://giki.edu.pk/academics/academic-calendar/,Derived
Campus Life & Facilities,Does GIKI provide transportation for students?,"Yes, GIKI provides transportation services to students and employees, including shuttle service to and from Peshawar and Islamabad on Fridays, Saturdays, and Sundays.",https://giki.edu.pk/campus-life/,Derived
Campus Life & Facilities,Is parking available on the GIKI campus?,"Yes, parking is available 24 hours a day with round-the-clock security.",https://giki.edu.pk/campus-life/,Derived
Campus Life & Facilities,What library facilities are available to GIKI students?,"The Central Library is a three-story building with books, eBooks, journals and e-journals, and audiovisual materials. It provides 18 hours of daily access (open around the clock during exams), Wi-Fi, a furnished seminar room, air conditioning, desktop access to e-databases, and inter-library loan links with other science and technology institutions in Pakistan.",https://giki.edu.pk/library/,Derived
Campus Life & Facilities,Does the GIKI library offer online catalog access?,"Yes, the library maintains its own portal (Library Portal) and an Online Public Access Catalog for browsing collections and Digital Library access.",https://giki.edu.pk/library/,Derived
Campus Life & Facilities,Who can I contact for library-related queries at GIKI?,"The library staff can be reached via the Assistant Librarian and Library Assistants listed on the GIKI Library page, with contact emails and phone extensions provided.",https://giki.edu.pk/library/,Derived
Campus Life & Facilities,What does the GIKI Student Affairs Office do?,"It serves as a liaison between students, faculty, and administration, overseeing student counseling, hostel residence, student societies, and discipline, and works to enhance student life both inside and outside the classroom, under the Dean Student Affairs.",https://giki.edu.pk/academics/student-affairs/,Derived
Campus Life & Facilities,"Who can GIKI students approach for personal, academic, or emotional support on campus?","The Student Affairs Office, which has a full-time Deputy Director Student Affairs available for counseling and guidance on any problem a student may encounter - academic, personal, or emotional.",https://giki.edu.pk/academics/student-affairs/,Derived
Campus Life & Facilities,Does the GIKI Student Affairs Office support co-curricular activities?,"Yes, it provides proactive support and capacity building for co-curricular activities, including forums for literary and artistic interests and outlets in sports and games.",https://giki.edu.pk/academics/student-affairs/,Derived
"About GIKI (Vision, History & General Info)",What is GIKI's vision?,"To play an inspiring role in imparting high-quality education and research in engineering, sciences, emerging technologies, and other disciplines.",https://giki.edu.pk/vision-and-mission/,Derived
"About GIKI (Vision, History & General Info)",What is GIKI's mission?,"To provide an excellent teaching and research environment that produces graduates distinguished by professional competence, research, entrepreneurship, a humanistic outlook, ethical rectitude, a pragmatic approach to problem-solving, and managerial skills, serving as the vanguard of techno-industrial transformation of society.",https://giki.edu.pk/vision-and-mission/,Derived
"About GIKI (Vision, History & General Info)",When was GIKI established and when did the first batch of students join?,"GIKI's parent body, SOPREST, was registered in June 1988. Civil works began in 1990, the Institute's ordinance was promulgated in March 1993, and the first batch of students joined in October 1993.",https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",Who founded GIKI and why?,"The idea originated with Mr. Ghulam Ishaq Khan, who recognized Pakistan's dependence on foreign expertise and imported technology, and envisioned a center of excellence in engineering sciences comparable to advanced-country institutions. The Benevolent Community Care and Infaq Foundation donated Rs. 50 million in December 1985 to set up the Institute in Khyber Pakhtunkhwa.",https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",Is GIKI a public or private institute?,GIKI is autonomous and privately funded - the first privately-funded institute of its kind in Pakistan.,https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)","When did GIKI graduate its first batch, and when did the graduate program start?","The first batch graduated in 1997. The Graduate (MS/PhD) program started in 2001, with the first batch of MS graduates in 2003.",https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",How many PhD faculty members does GIKI have?,"As of the Institute overview page, GIKI has 58 PhD faculty members, 38 research associates, and 45 engineers/programmers/research officers.",https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",What is the medium of instruction at GIKI?,English.,https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",How many student societies and clubs are active at GIKI?,"Over 24 student societies are active, including ACM, Adventure Club, AIAA, ASME, CDES, GEAS, GIK Sports Society, Horizon (student publication), IEEE, Literary and Debating Society, Media Club, Naqsh (Arts Society), Netronix, Science Society, SPIE, TMS/ASM, and Women Engineers Society (WES), among others.",https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",What is Project Topi at GIKI?,A student-led charity project focused on the uplift of the local community surrounding the GIK Institute campus.,https://giki.edu.pk/institute/,Derived
"About GIKI (Vision, History & General Info)",How large is the GIKI campus and how was the land acquired?,"The campus sits on 216 acres of land donated by the Government of Khyber Pakhtunkhwa; total capital outlay to date is over Rs. 2.5 billion, funded partly by a Rs. 750 million donation from the Infaq Foundation.",https://giki.edu.pk/institute/,Derived
IT Facilities & Digital Campus,What internet and network facilities does GIKI provide to students?,"GIKI offers 24/7 connectivity via two ISPs (PERN and PTCL), wired and wireless gigabit connectivity campus-wide, fiber-linked buildings, and over 400 Wi-Fi access points covering classrooms, libraries, hostels, and outdoor areas.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,Does GIKI have High-Performance Computing (HPC) facilities?,"Yes, the HPC Facility in the Data Center provides 160 CPU cores, 1,024 GPU cores, 640 GB RAM, and a 10 Gbps Ethernet interconnection for computationally intensive research and data analytics.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,Does GIKI have a dedicated AI research lab?,"Yes, a state-of-the-art Artificial Intelligence Laboratory with GPU-based workstations and locally deployed AI models supports research in machine learning, deep learning, NLP, computer vision, and generative AI.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,What smart-campus systems does GIKI use for academics and administration?,"A Learning Management System (LMS) for course materials and online assessments, a Campus Management System (CMS) for student records/enrollment/attendance, an Enterprise Resource Planning (ERP) system for finance/procurement/HR, and an Online Transport Management System for booking bus seats to Islamabad, Peshawar, and Abbottabad.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,Does GIKI have smart classrooms?,"Yes, GIKI's main lecture halls feature interactive digital boards, AI-powered tracking cameras, and lecture recording/capture systems, enabling blended on-campus and remote attendance.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,What licensed software is available to GIKI students and faculty?,"Through the PERN Education Program, students and faculty have access to Microsoft Windows, Microsoft Office 365, Azure Dev Tools for Education, and Microsoft Learning Paths in software development, databases, and AI/data science.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,How can I contact the GIKI IT Helpdesk?,"The IT Helpdesk is located on the 1st floor of the New Academic Block, operates 8:00 a.m. to 5:00 p.m., and can be reached by dialing 6-2010 from within GIK or by emailing ithelpdesk@giki.edu.pk.",https://giki.edu.pk/it/,Derived
IT Facilities & Digital Campus,Does GIKI provide access to a digital library of e-books and journals?,"Yes, via the HEC National Digital Library program (around 75,000 electronic resources) and GIKI's own e-book collection covering computer science, engineering, mechanical and electronic engineering, and humanities/management sciences, plus faculty publications, FYP reports, and PhD theses available online.",https://giki.edu.pk/it/,Derived
Contact Information & Campus Departments,What is the official mailing address and phone number for GIK Institute?,"GIK Institute of Engineering Sciences and Technology, Topi 23640, District Swabi, Khyber Pakhtunkhwa, Pakistan. Telephone (exchange): +92 938 281026.",https://giki.edu.pk/contact-us/,Derived
Contact Information & Campus Departments,What are GIKI's general office hours?,"Monday to Friday, 8:00 AM to 5:00 PM (Pakistan Standard Time).",https://giki.edu.pk/contact-us/,Derived
Contact Information & Campus Departments,Who do I contact for hostel-related matters at GIKI?,"The Hostel Management office, headed by the Manager Hostels, handles hostel matters; there is also a dedicated Girls Hostel Supervisor and a Central Mess Supervisor for dining/mess arrangements.",https://giki.edu.pk/contact-us/,Derived
Contact Information & Campus Departments,Does GIKI have on-campus medical facilities?,"Yes, the GIK Medical Centre has an Incharge Medical Officer and additional Medical Officers available for students, faculty, and staff.",https://giki.edu.pk/contact-us/,Derived
Contact Information & Campus Departments,Does GIKI have a student wellness counselor?,"Yes, the Student Affairs Department includes a Student Wellness Counselor available to students, alongside the Dean of Student Affairs and the Deputy Director Student Affairs.",https://giki.edu.pk/contact-us/,Derived
Contact Information & Campus Departments,Is there a school for children of GIKI staff/faculty on campus?,"Yes, GIK College operates on campus under a Principal, serving as an educational facility associated with the Institute community.",https://giki.edu.pk/contact-us/,Derived
Contact Information & Campus Departments,What is the GIKI Quality Enhancement Cell (QEC) responsible for?,"QEC leads self-assessment and program review processes (e.g., for BS and graduate programs) in line with HEC's Quality Assurance framework, coordinating external expert review visits to maintain academic quality standards.",https://giki.edu.pk/quality-enhancement-cell/,Derived
